feature,importance,fold
ACTIVE_CNT_CREDIT_PROLONG_SUM,0,6
ACTIVE_MONTHS_BALANCE_MIN_MIN,0,6
ACTIVE_MONTHS_BALANCE_MAX_MAX,0,6
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,0,6
ACTIVE_MONTHS_BALANCE_SIZE_SUM,0,6
CLOSED_DAYS_CREDIT_MIN,0,6
CLOSED_DAYS_CREDIT_MAX,0,6
CLOSED_DAYS_CREDIT_MEAN,0,6
CLOSED_DAYS_CREDIT_VAR,0,6
CLOSED_DAYS_CREDIT_ENDDATE_MIN,0,6
CLOSED_DAYS_CREDIT_ENDDATE_MAX,0,6
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,0,6
CLOSED_DAYS_CREDIT_UPDATE_MEAN,0,6
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,6
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_SUM_MAX,0,6
CLOSED_AMT_CREDIT_SUM_MEAN,0,6
CLOSED_AMT_CREDIT_SUM_SUM,0,6
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,0,6
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,0,6
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,0,6
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,0,6
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,0,6
CLOSED_AMT_ANNUITY_MAX,0,6
CLOSED_AMT_ANNUITY_MEAN,0,6
CLOSED_CNT_CREDIT_PROLONG_SUM,0,6
CLOSED_MONTHS_BALANCE_MIN_MIN,0,6
CLOSED_MONTHS_BALANCE_MAX_MAX,0,6
CLOSED_MONTHS_BALANCE_SIZE_MEAN,0,6
CLOSED_MONTHS_BALANCE_SIZE_SUM,0,6
PREV_AMT_ANNUITY_MIN,0,6
PREV_AMT_ANNUITY_MAX,0,6
PREV_AMT_ANNUITY_MEAN,0,6
PREV_AMT_APPLICATION_MIN,0,6
PREV_AMT_APPLICATION_MAX,0,6
PREV_AMT_APPLICATION_MEAN,0,6
PREV_AMT_CREDIT_MIN,0,6
PREV_AMT_CREDIT_MAX,0,6
PREV_AMT_CREDIT_MEAN,0,6
PREV_APP_CREDIT_PERC_MIN,0,6
PREV_APP_CREDIT_PERC_MAX,0,6
PREV_APP_CREDIT_PERC_MEAN,0,6
PREV_APP_CREDIT_PERC_VAR,0,6
PREV_AMT_DOWN_PAYMENT_MIN,0,6
PREV_AMT_DOWN_PAYMENT_MAX,0,6
PREV_AMT_DOWN_PAYMENT_MEAN,0,6
PREV_AMT_GOODS_PRICE_MIN,0,6
PREV_AMT_GOODS_PRICE_MAX,0,6
PREV_AMT_GOODS_PRICE_MEAN,0,6
PREV_HOUR_APPR_PROCESS_START_MIN,0,6
PREV_HOUR_APPR_PROCESS_START_MAX,0,6
PREV_HOUR_APPR_PROCESS_START_MEAN,0,6
PREV_RATE_DOWN_PAYMENT_MIN,0,6
PREV_RATE_DOWN_PAYMENT_MAX,0,6
PREV_RATE_DOWN_PAYMENT_MEAN,0,6
PREV_DAYS_DECISION_MIN,2,6
PREV_DAYS_DECISION_MAX,0,6
PREV_DAYS_DECISION_MEAN,1,6
PREV_CNT_PAYMENT_MEAN,0,6
PREV_CNT_PAYMENT_SUM,0,6
PREV_NAME_CONTRACT_TYPE_Cash_loans_MEAN,0,6
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,0,6
PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,0,6
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,6
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,1,6
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,0,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,0,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Building_a_house_or_an_annex_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Business_development_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_garage_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_holiday_home___land_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_home_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_new_car_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_used_car_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Car_repairs_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Everyday_expenses_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Gasification___water_supply_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Payments_on_other_loans_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Purchase_of_electronic_equipment_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Urgent_needs_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Wedding___gift___holiday_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,6
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,1,6
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,0,6
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,0,6
PREV_NAME_CONTRACT_STATUS_Unused_offer_MEAN,0,6
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_Cash_through_the_bank_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_Non_cash_from_your_account_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,6
PREV_CODE_REJECT_REASON_CLIENT_MEAN,0,6
PREV_CODE_REJECT_REASON_HC_MEAN,0,6
PREV_CODE_REJECT_REASON_LIMIT_MEAN,0,6
PREV_CODE_REJECT_REASON_SCO_MEAN,0,6
PREV_CODE_REJECT_REASON_SCOFR_MEAN,0,6
PREV_CODE_REJECT_REASON_VERIF_MEAN,0,6
PREV_CODE_REJECT_REASON_XAP_MEAN,0,6
PREV_CODE_REJECT_REASON_XNA_MEAN,0,6
PREV_CODE_REJECT_REASON_nan_MEAN,0,6
PREV_NAME_TYPE_SUITE_Children_MEAN,0,6
PREV_NAME_TYPE_SUITE_Family_MEAN,0,6
PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,0,6
PREV_NAME_TYPE_SUITE_Other_A_MEAN,0,6
PREV_NAME_TYPE_SUITE_Other_B_MEAN,0,6
PREV_NAME_TYPE_SUITE_Spouse__partner_MEAN,0,6
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,0,6
PREV_NAME_TYPE_SUITE_nan_MEAN,0,6
PREV_NAME_CLIENT_TYPE_New_MEAN,0,6
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,0,6
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,0,6
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,6
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Audio_Video_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Auto_Accessories_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Clothing_and_Accessories_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Construction_Materials_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Consumer_Electronics_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Direct_Sales_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Medical_Supplies_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Office_Appliances_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Other_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Photo___Cinema_Equipment_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Sport_and_Leisure_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,6
PREV_NAME_PORTFOLIO_Cards_MEAN,0,6
PREV_NAME_PORTFOLIO_Cars_MEAN,0,6
PREV_NAME_PORTFOLIO_Cash_MEAN,0,6
PREV_NAME_PORTFOLIO_POS_MEAN,0,6
PREV_NAME_PORTFOLIO_XNA_MEAN,0,6
PREV_NAME_PORTFOLIO_nan_MEAN,0,6
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,0,6
PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,0,6
PREV_NAME_PRODUCT_TYPE_x_sell_MEAN,0,6
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,6
PREV_CHANNEL_TYPE_AP___Cash_loan__MEAN,0,6
PREV_CHANNEL_TYPE_Car_dealer_MEAN,0,6
PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN,0,6
PREV_CHANNEL_TYPE_Contact_center_MEAN,0,6
PREV_CHANNEL_TYPE_Country_wide_MEAN,0,6
PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN,0,6
PREV_CHANNEL_TYPE_Regional___Local_MEAN,0,6
PREV_CHANNEL_TYPE_Stone_MEAN,0,6
PREV_CHANNEL_TYPE_nan_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Auto_technology_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Consumer_electronics_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_MLM_partners_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,6
PREV_NAME_YIELD_GROUP_XNA_MEAN,0,6
PREV_NAME_YIELD_GROUP_high_MEAN,0,6
PREV_NAME_YIELD_GROUP_low_action_MEAN,0,6
PREV_NAME_YIELD_GROUP_low_normal_MEAN,2,6
PREV_NAME_YIELD_GROUP_middle_MEAN,0,6
PREV_NAME_YIELD_GROUP_nan_MEAN,0,6
PREV_PRODUCT_COMBINATION_Card_Street_MEAN,0,6
PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash_Street__high_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash_Street__low_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash_Street__middle_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash_X_Sell__high_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash_X_Sell__low_MEAN,0,6
PREV_PRODUCT_COMBINATION_Cash_X_Sell__middle_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,1,6
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,0,6
PREV_PRODUCT_COMBINATION_nan_MEAN,0,6
APPROVED_AMT_ANNUITY_MIN,0,6
APPROVED_AMT_ANNUITY_MAX,0,6
APPROVED_AMT_ANNUITY_MEAN,0,6
APPROVED_AMT_APPLICATION_MIN,1,6
APPROVED_AMT_APPLICATION_MAX,0,6
APPROVED_AMT_APPLICATION_MEAN,0,6
APPROVED_AMT_CREDIT_MIN,1,6
APPROVED_AMT_CREDIT_MAX,0,6
APPROVED_AMT_CREDIT_MEAN,0,6
APPROVED_APP_CREDIT_PERC_MIN,0,6
APPROVED_APP_CREDIT_PERC_MAX,0,6
APPROVED_APP_CREDIT_PERC_MEAN,0,6
APPROVED_APP_CREDIT_PERC_VAR,0,6
APPROVED_AMT_DOWN_PAYMENT_MIN,0,6
APPROVED_AMT_DOWN_PAYMENT_MAX,0,6
APPROVED_AMT_DOWN_PAYMENT_MEAN,0,6
APPROVED_AMT_GOODS_PRICE_MIN,2,6
APPROVED_AMT_GOODS_PRICE_MAX,0,6
APPROVED_AMT_GOODS_PRICE_MEAN,0,6
APPROVED_HOUR_APPR_PROCESS_START_MIN,0,6
APPROVED_HOUR_APPR_PROCESS_START_MAX,0,6
APPROVED_HOUR_APPR_PROCESS_START_MEAN,0,6
APPROVED_RATE_DOWN_PAYMENT_MIN,0,6
APPROVED_RATE_DOWN_PAYMENT_MAX,0,6
APPROVED_RATE_DOWN_PAYMENT_MEAN,0,6
APPROVED_DAYS_DECISION_MIN,1,6
APPROVED_DAYS_DECISION_MAX,0,6
APPROVED_DAYS_DECISION_MEAN,0,6
APPROVED_CNT_PAYMENT_MEAN,0,6
APPROVED_CNT_PAYMENT_SUM,0,6
REFUSED_AMT_ANNUITY_MIN,0,6
REFUSED_AMT_ANNUITY_MAX,0,6
REFUSED_AMT_ANNUITY_MEAN,0,6
REFUSED_AMT_APPLICATION_MIN,0,6
REFUSED_AMT_APPLICATION_MAX,0,6
REFUSED_AMT_APPLICATION_MEAN,0,6
REFUSED_AMT_CREDIT_MIN,0,6
REFUSED_AMT_CREDIT_MAX,0,6
REFUSED_AMT_CREDIT_MEAN,0,6
REFUSED_APP_CREDIT_PERC_MIN,0,6
REFUSED_APP_CREDIT_PERC_MAX,0,6
REFUSED_APP_CREDIT_PERC_MEAN,0,6
REFUSED_APP_CREDIT_PERC_VAR,0,6
REFUSED_AMT_DOWN_PAYMENT_MIN,0,6
REFUSED_AMT_DOWN_PAYMENT_MAX,0,6
REFUSED_AMT_DOWN_PAYMENT_MEAN,0,6
REFUSED_AMT_GOODS_PRICE_MIN,0,6
REFUSED_AMT_GOODS_PRICE_MAX,0,6
REFUSED_AMT_GOODS_PRICE_MEAN,0,6
REFUSED_HOUR_APPR_PROCESS_START_MIN,0,6
REFUSED_HOUR_APPR_PROCESS_START_MAX,0,6
REFUSED_HOUR_APPR_PROCESS_START_MEAN,0,6
REFUSED_RATE_DOWN_PAYMENT_MIN,0,6
REFUSED_RATE_DOWN_PAYMENT_MAX,0,6
REFUSED_RATE_DOWN_PAYMENT_MEAN,0,6
REFUSED_DAYS_DECISION_MIN,0,6
REFUSED_DAYS_DECISION_MAX,0,6
REFUSED_DAYS_DECISION_MEAN,0,6
REFUSED_CNT_PAYMENT_MEAN,0,6
REFUSED_CNT_PAYMENT_SUM,0,6
POS_MONTHS_BALANCE_MAX,1,6
POS_MONTHS_BALANCE_MEAN,0,6
POS_MONTHS_BALANCE_SIZE,0,6
POS_SK_DPD_MAX,0,6
POS_SK_DPD_MEAN,0,6
POS_SK_DPD_DEF_MAX,0,6
POS_SK_DPD_DEF_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Active_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Approved_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Completed_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,0,6
POS_NAME_CONTRACT_STATUS_Signed_MEAN,0,6
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,6
POS_COUNT,0,6
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,0,6
INSTAL_DPD_MAX,0,6
INSTAL_DPD_MEAN,0,6
INSTAL_DPD_SUM,0,6
INSTAL_DBD_MAX,3,6
INSTAL_DBD_MEAN,3,6
INSTAL_DBD_SUM,2,6
INSTAL_PAYMENT_PERC_MAX,0,6
INSTAL_PAYMENT_PERC_MEAN,0,6
INSTAL_PAYMENT_PERC_SUM,0,6
INSTAL_PAYMENT_PERC_VAR,0,6
INSTAL_PAYMENT_DIFF_MAX,0,6
INSTAL_PAYMENT_DIFF_MEAN,0,6
INSTAL_PAYMENT_DIFF_SUM,0,6
INSTAL_PAYMENT_DIFF_VAR,0,6
INSTAL_AMT_INSTALMENT_MAX,3,6
INSTAL_AMT_INSTALMENT_MEAN,1,6
INSTAL_AMT_INSTALMENT_SUM,7,6
INSTAL_AMT_PAYMENT_MIN,4,6
INSTAL_AMT_PAYMENT_MAX,1,6
INSTAL_AMT_PAYMENT_MEAN,1,6
INSTAL_AMT_PAYMENT_SUM,1,6
INSTAL_DAYS_ENTRY_PAYMENT_MAX,3,6
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,1,6
INSTAL_DAYS_ENTRY_PAYMENT_SUM,3,6
INSTAL_COUNT,0,6
CC_MONTHS_BALANCE_MIN,0,6
CC_MONTHS_BALANCE_MAX,0,6
CC_MONTHS_BALANCE_MEAN,0,6
CC_MONTHS_BALANCE_SUM,0,6
CC_MONTHS_BALANCE_VAR,0,6
CC_AMT_BALANCE_MIN,0,6
CC_AMT_BALANCE_MAX,0,6
CC_AMT_BALANCE_MEAN,0,6
CC_AMT_BALANCE_SUM,1,6
CC_AMT_BALANCE_VAR,0,6
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,0,6
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,0,6
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,0,6
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,0,6
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,0,6
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,6
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,0,6
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,0,6
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,0,6
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,0,6
CC_AMT_DRAWINGS_CURRENT_MIN,0,6
CC_AMT_DRAWINGS_CURRENT_MAX,0,6
CC_AMT_DRAWINGS_CURRENT_MEAN,0,6
CC_AMT_DRAWINGS_CURRENT_SUM,0,6
CC_AMT_DRAWINGS_CURRENT_VAR,0,6
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,6
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,0,6
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,0,6
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,0,6
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,0,6
CC_AMT_DRAWINGS_POS_CURRENT_MIN,0,6
CC_AMT_DRAWINGS_POS_CURRENT_MAX,0,6
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,0,6
CC_AMT_DRAWINGS_POS_CURRENT_SUM,0,6
CC_AMT_DRAWINGS_POS_CURRENT_VAR,0,6
CC_AMT_INST_MIN_REGULARITY_MIN,0,6
CC_AMT_INST_MIN_REGULARITY_MAX,1,6
CC_AMT_INST_MIN_REGULARITY_MEAN,0,6
CC_AMT_INST_MIN_REGULARITY_SUM,0,6
CC_AMT_INST_MIN_REGULARITY_VAR,0,6
CC_AMT_PAYMENT_CURRENT_MIN,0,6
CC_AMT_PAYMENT_CURRENT_MAX,0,6
CC_AMT_PAYMENT_CURRENT_MEAN,0,6
CC_AMT_PAYMENT_CURRENT_SUM,1,6
CC_AMT_PAYMENT_CURRENT_VAR,0,6
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,0,6
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,1,6
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,0,6
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,0,6
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,0,6
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,0,6
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,0,6
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,0,6
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,0,6
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,0,6
CC_AMT_RECIVABLE_MIN,0,6
CC_AMT_RECIVABLE_MAX,0,6
CC_AMT_RECIVABLE_MEAN,0,6
CC_AMT_RECIVABLE_SUM,0,6
CC_AMT_RECIVABLE_VAR,0,6
CC_AMT_TOTAL_RECEIVABLE_MIN,0,6
CC_AMT_TOTAL_RECEIVABLE_MAX,0,6
CC_AMT_TOTAL_RECEIVABLE_MEAN,0,6
CC_AMT_TOTAL_RECEIVABLE_SUM,0,6
CC_AMT_TOTAL_RECEIVABLE_VAR,0,6
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,6
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,0,6
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,0,6
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,0,6
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,0,6
CC_CNT_DRAWINGS_CURRENT_MIN,0,6
CC_CNT_DRAWINGS_CURRENT_MAX,0,6
CC_CNT_DRAWINGS_CURRENT_MEAN,0,6
CC_CNT_DRAWINGS_CURRENT_SUM,0,6
CC_CNT_DRAWINGS_CURRENT_VAR,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,6
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,0,6
CC_CNT_DRAWINGS_POS_CURRENT_MIN,0,6
CC_CNT_DRAWINGS_POS_CURRENT_MAX,0,6
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,0,6
CC_CNT_DRAWINGS_POS_CURRENT_SUM,0,6
CC_CNT_DRAWINGS_POS_CURRENT_VAR,0,6
CC_CNT_INSTALMENT_MATURE_CUM_MIN,1,6
CC_CNT_INSTALMENT_MATURE_CUM_MAX,0,6
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,0,6
CC_CNT_INSTALMENT_MATURE_CUM_SUM,0,6
CC_CNT_INSTALMENT_MATURE_CUM_VAR,0,6
CC_SK_DPD_MIN,0,6
CC_SK_DPD_MAX,0,6
CC_SK_DPD_MEAN,0,6
CC_SK_DPD_SUM,0,6
CC_SK_DPD_VAR,0,6
CC_SK_DPD_DEF_MIN,0,6
CC_SK_DPD_DEF_MAX,0,6
CC_SK_DPD_DEF_MEAN,0,6
CC_SK_DPD_DEF_SUM,0,6
CC_SK_DPD_DEF_VAR,0,6
CC_NAME_CONTRACT_STATUS_Active_MIN,0,6
CC_NAME_CONTRACT_STATUS_Active_MAX,0,6
CC_NAME_CONTRACT_STATUS_Active_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Active_SUM,0,6
CC_NAME_CONTRACT_STATUS_Active_VAR,0,6
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,6
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,6
CC_NAME_CONTRACT_STATUS_Completed_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Completed_SUM,0,6
CC_NAME_CONTRACT_STATUS_Completed_VAR,0,6
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,6
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,6
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,6
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,6
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,6
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,6
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,6
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0,6
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,6
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,6
CC_NAME_CONTRACT_STATUS_Signed_MEAN,0,6
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,6
CC_NAME_CONTRACT_STATUS_Signed_VAR,0,6
CC_NAME_CONTRACT_STATUS_nan_MIN,0,6
CC_NAME_CONTRACT_STATUS_nan_MAX,0,6
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,6
CC_NAME_CONTRACT_STATUS_nan_SUM,0,6
CC_NAME_CONTRACT_STATUS_nan_VAR,0,6
CC_COUNT,0,6
CODE_GENDER,5,7
FLAG_OWN_CAR,0,7
FLAG_OWN_REALTY,1,7
CNT_CHILDREN,1,7
AMT_INCOME_TOTAL,28,7
AMT_CREDIT,11,7
AMT_ANNUITY,30,7
AMT_GOODS_PRICE,21,7
REGION_POPULATION_RELATIVE,43,7
DAYS_BIRTH,36,7
DAYS_EMPLOYED,32,7
DAYS_REGISTRATION,40,7
DAYS_ID_PUBLISH,46,7
OWN_CAR_AGE,15,7
FLAG_MOBIL,0,7
FLAG_EMP_PHONE,0,7
FLAG_WORK_PHONE,0,7
